"category","thresholdSensitivity","categoryType","alias","feedExpirationDate","feedIsStale","numberOfFollowers","previousInterestRank"
"Colovage",0.35,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate Anhydrous']","2010-12-13T00:00:00",FALSE,0,1000
"Colyte",0.35,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate Anhydrous']","2010-12-13T00:00:00",FALSE,0,1000
"Colyte With Flavor Packs",0.35,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate Anhydrous']","2010-12-13T00:00:00",FALSE,0,1000
"Colyte-Flavored",0.35,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate Anhydrous']","2010-12-13T00:00:00",FALSE,0,1000
"E-Z-Em Prep Lyte",0.35,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate Anhydrous']","2010-12-13T00:00:00",FALSE,0,1000
"Glycoprep",0.35,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate Anhydrous']","2010-12-13T00:00:00",FALSE,0,1000
"Go-Evac",0.35,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate Anhydrous']","2010-12-13T00:00:00",FALSE,0,1000
"Golytely",0.35,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate Anhydrous']","2010-12-13T00:00:00",FALSE,0,1000
"Peg 3350 And Electrolytes",0.35,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate Anhydrous']","2010-12-13T00:00:00",FALSE,0,1000
"Peg-Lyte",0.35,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate Anhydrous']","2010-12-13T00:00:00",FALSE,0,1000
"Polyethylene Glycol 3350 And Electrolytes",0.35,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate Anhydrous']","2010-12-13T00:00:00",FALSE,0,1000
"Clenz-Lyte",0.35,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate']","2010-12-13T00:00:00",FALSE,0,1000
"Ocl",0.35,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate']","2010-12-13T00:00:00",FALSE,0,1000
"Lax-Lyte With Flavor Packs",0.35,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Nulytely",0.35,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Nulytely-Flavored",0.35,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Peg-3350;Potassium Chloride;Sodium Bicarbonate;Sodium Chloride",0.35,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Trilyte",0.35,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Glycolax",0.35,"Therapy","[u'Polyethylene Glycol 3350']","2010-12-13T00:00:00",FALSE,0,1000
"Miralax",0.35,"Therapy","[u'Polyethylene Glycol 3350']","2010-12-13T00:00:00",FALSE,0,1000
"Polytrim",0.35,"Therapy","[u'Polymyxin B Sulfate; Trimethoprim Sulfate']","2010-12-13T00:00:00",FALSE,0,1000
"Trimethoprim Sulfate And Polymyxin B Sulfate",0.35,"Therapy","[u'Polymyxin B Sulfate; Trimethoprim Sulfate']","2010-12-13T00:00:00",FALSE,0,1000
"Aerosporin",0.35,"Therapy","[u'Polymyxin B Sulfate']","2010-12-13T00:00:00",FALSE,0,1000
"Poly-Rx",0.35,"Therapy","[u'Polymyxin B Sulfate']","2010-12-13T00:00:00",FALSE,0,1000
"Minizide",0.35,"Therapy","[u'Polythiazide; Prazosin Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Renese-R",0.35,"Therapy","[u'Polythiazide; Reserpine']","2010-12-13T00:00:00",FALSE,0,1000
"Renese",0.35,"Therapy","[u'Polythiazide']","2010-12-13T00:00:00",FALSE,0,1000
"Curosurf",0.35,"Therapy","[u'Poractant Alfa']","2010-12-13T00:00:00",FALSE,0,1000
"Photofrin",0.35,"Therapy","[u'Porfimer Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Noxafil",0.35,"Therapy","[u'Posaconazole']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Acetate In Plastic Container",0.35,"Therapy","[u'Potassium Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Paskalium",0.35,"Therapy","[u'Potassium Aminosalicylate']","2010-12-13T00:00:00",FALSE,0,1000
"Tham-E",0.35,"Therapy","[u'Potassium Chloride; Sodium Chloride; Tromethamine']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 0.037% In Sodium Chloride 0.9% In Plastic Container",0.35,"Therapy","[u'Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 0.075% In Sodium Chloride 0.9% In Plastic Container",0.35,"Therapy","[u'Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 0.11% In Sodium Chloride 0.9% In Plastic Container",0.35,"Therapy","[u'Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 0.149% In Sodium Chloride 0.45% In Plastic Container",0.35,"Therapy","[u'Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 0.15% In Sodium Chloride 0.45% In Plastic Container",0.35,"Therapy","[u'Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 0.15% In Sodium Chloride 0.9% In Plastic Container",0.35,"Therapy","[u'Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 0.22% In Sodium Chloride 0.9% In Plastic Container",0.35,"Therapy","[u'Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 0.224% In Sodium Chloride 0.9%",0.35,"Therapy","[u'Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 0.3% And Sodium Chloride 0.9% In Plastic Container",0.35,"Therapy","[u'Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 0.3% In Sodium Chloride 0.9% In Plastic Container",0.35,"Therapy","[u'Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 20Meq In Sodium Chloride 0.9% In Plastic Container",0.35,"Therapy","[u'Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 40Meq In Sodium Chloride 0.9% In Plastic Container",0.35,"Therapy","[u'Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Chloride 0.9% And Potassium Chloride 0.075% In Plastic Container",0.35,"Therapy","[u'Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Chloride 0.9% And Potassium Chloride 0.15% In Plastic Container",0.35,"Therapy","[u'Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Chloride 0.9% And Potassium Chloride 0.22% In Plastic Container",0.35,"Therapy","[u'Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Chloride 0.9% And Potassium Chloride 0.3% In Plastic Container",0.35,"Therapy","[u'Potassium Chloride; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"K-Lease",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"K-Tab",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"K+10",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"K+8",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Kaon Cl",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Kaon Cl-10",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Klor-Con",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Klor-Con M10",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Klor-Con M15",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Klor-Con M20",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Klotrix",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Micro-K",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Micro-K 10",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Micro-K Ls",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 10Meq In Plastic Container",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 20Meq In Plastic Container",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 30Meq In Plastic Container",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride 40Meq In Plastic Container",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Potassium Chloride In Plastic Container",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Slow-K",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Ten-K",0.35,"Therapy","[u'Potassium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Urocit-K",0.35,"Therapy","[u'Potassium Citrate']","2010-12-13T00:00:00",FALSE,0,1000
"Iosat",0.35,"Therapy","[u'Potassium Iodide']","2010-12-13T00:00:00",FALSE,0,1000
"Thyro-Block",0.35,"Therapy","[u'Potassium Iodide']","2010-12-13T00:00:00",FALSE,0,1000
"Thyrosafe",0.35,"Therapy","[u'Potassium Iodide']","2010-12-13T00:00:00",FALSE,0,1000
"Thyroshield",0.35,"Therapy","[u'Potassium Iodide']","2010-12-13T00:00:00",FALSE,0,1000
"Perchloracap",0.35,"Therapy","[u'Potassium Perchlorate']","2010-12-13T00:00:00",FALSE,0,1000
"Betadine",0.35,"Therapy","[u'Povidone-Iodine']","2010-12-13T00:00:00",FALSE,0,1000
"E-Z Prep",0.35,"Therapy","[u'Povidone-Iodine']","2010-12-13T00:00:00",FALSE,0,1000
"E-Z Prep 220",0.35,"Therapy","[u'Povidone-Iodine']","2010-12-13T00:00:00",FALSE,0,1000
"E-Z Scrub 201",0.35,"Therapy","[u'Povidone-Iodine']","2010-12-13T00:00:00",FALSE,0,1000
"E-Z Scrub 241",0.35,"Therapy","[u'Povidone-Iodine']","2010-12-13T00:00:00",FALSE,0,1000
"Povidone Iodine",0.35,"Therapy","[u'Povidone-Iodine']","2010-12-13T00:00:00",FALSE,0,1000
"Folotyn",0.35,"Therapy","[u'Pralatrexate']","2010-12-13T00:00:00",FALSE,0,1000
"Protopam Chloride",0.35,"Therapy","[u'Pralidoxime Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Mirapex",0.35,"Therapy","[u'Pramipexole Dihydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Mirapex Er",0.35,"Therapy","[u'Pramipexole Dihydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Symlin",0.35,"Therapy","[u'Pramlintide Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Effient",0.35,"Therapy","[u'Prasugrel Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Pravachol",0.35,"Therapy","[u'Pravastatin Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Centrax",0.35,"Therapy","[u'Prazepam']","2010-12-13T00:00:00",FALSE,0,1000
"Biltricide",0.35,"Therapy","[u'Praziquantel']","2010-12-13T00:00:00",FALSE,0,1000
"Minipress",0.35,"Therapy","[u'Prazosin Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Minipress Xl",0.35,"Therapy","[u'Prazosin Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Dermatop",0.35,"Therapy","[u'Prednicarbate']","2010-12-13T00:00:00",FALSE,0,1000
"Dermatop E Emollient",0.35,"Therapy","[u'Prednicarbate']","2010-12-13T00:00:00",FALSE,0,1000
"Blephamide",0.35,"Therapy","[u'Prednisolone Acetate; Sulfacetamide Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Blephamide S.O.P.",0.35,"Therapy","[u'Prednisolone Acetate; Sulfacetamide Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Cetapred",0.35,"Therapy","[u'Prednisolone Acetate; Sulfacetamide Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Isopto Cetapred",0.35,"Therapy","[u'Prednisolone Acetate; Sulfacetamide Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Metimyd",0.35,"Therapy","[u'Prednisolone Acetate; Sulfacetamide Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Predamide",0.35,"Therapy","[u'Prednisolone Acetate; Sulfacetamide Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Predsulfair",0.35,"Therapy","[u'Prednisolone Acetate; Sulfacetamide Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Predsulfair Ii",0.35,"Therapy","[u'Prednisolone Acetate; Sulfacetamide Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Sulphrin",0.35,"Therapy","[u'Prednisolone Acetate; Sulfacetamide Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Vasocidin",0.35,"Therapy","[u'Prednisolone Acetate; Sulfacetamide Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Econopred",0.35,"Therapy","[u'Prednisolone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Flo-Pred",0.35,"Therapy","[u'Prednisolone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Meticortelone",0.35,"Therapy","[u'Prednisolone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Omnipred",0.35,"Therapy","[u'Prednisolone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Pred Forte",0.35,"Therapy","[u'Prednisolone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Pred Mild",0.35,"Therapy","[u'Prednisolone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Sterane",0.35,"Therapy","[u'Prednisolone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Sulfacetamide Sodium And Prednisolone Sodium Phosphate",0.35,"Therapy","[u'Prednisolone Sodium Phosphate; Sulfacetamide Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Sulster",0.35,"Therapy","[u'Prednisolone Sodium Phosphate; Sulfacetamide Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Hydeltrasol",0.35,"Therapy","[u'Prednisolone Sodium Phosphate']","2010-12-13T00:00:00",FALSE,0,1000
"Inflamase Forte",0.35,"Therapy","[u'Prednisolone Sodium Phosphate']","2010-12-13T00:00:00",FALSE,0,1000
"Inflamase Mild",0.35,"Therapy","[u'Prednisolone Sodium Phosphate']","2010-12-13T00:00:00",FALSE,0,1000
"Metreton",0.35,"Therapy","[u'Prednisolone Sodium Phosphate']","2010-12-13T00:00:00",FALSE,0,1000
"Orapred",0.35,"Therapy","[u'Prednisolone Sodium Phosphate']","2010-12-13T00:00:00",FALSE,0,1000
"Orapred Odt",0.35,"Therapy","[u'Prednisolone Sodium Phosphate']","2010-12-13T00:00:00",FALSE,0,1000
"Pediapred",0.35,"Therapy","[u'Prednisolone Sodium Phosphate']","2010-12-13T00:00:00",FALSE,0,1000
"Predair",0.35,"Therapy","[u'Prednisolone Sodium Phosphate']","2010-12-13T00:00:00",FALSE,0,1000
"Predair Forte",0.35,"Therapy","[u'Prednisolone Sodium Phosphate']","2010-12-13T00:00:00",FALSE,0,1000
"Hydeltra-Tba",0.35,"Therapy","[u'Prednisolone Tebutate']","2010-12-13T00:00:00",FALSE,0,1000
"Cortalone",0.35,"Therapy","[u'Prednisolone']","2010-12-13T00:00:00",FALSE,0,1000
"Delta-Cortef",0.35,"Therapy","[u'Prednisolone']","2010-12-13T00:00:00",FALSE,0,1000
"Fernisolone-P",0.35,"Therapy","[u'Prednisolone']","2010-12-13T00:00:00",FALSE,0,1000
"Meti-Derm",0.35,"Therapy","[u'Prednisolone']","2010-12-13T00:00:00",FALSE,0,1000
"Prelone",0.35,"Therapy","[u'Prednisolone']","2010-12-13T00:00:00",FALSE,0,1000
"Cortan",0.35,"Therapy","[u'Prednisone']","2010-12-13T00:00:00",FALSE,0,1000
"Delta-Dome",0.35,"Therapy","[u'Prednisone']","2010-12-13T00:00:00",FALSE,0,1000
"Deltasone",0.35,"Therapy","[u'Prednisone']","2010-12-13T00:00:00",FALSE,0,1000
"Fernisone",0.35,"Therapy","[u'Prednisone']","2010-12-13T00:00:00",FALSE,0,1000
"Liquid Pred",0.35,"Therapy","[u'Prednisone']","2010-12-13T00:00:00",FALSE,0,1000
"Meticorten",0.35,"Therapy","[u'Prednisone']","2010-12-13T00:00:00",FALSE,0,1000
"Orasone",0.35,"Therapy","[u'Prednisone']","2010-12-13T00:00:00",FALSE,0,1000
"Paracort",0.35,"Therapy","[u'Prednisone']","2010-12-13T00:00:00",FALSE,0,1000
"Prednicen-M",0.35,"Therapy","[u'Prednisone']","2010-12-13T00:00:00",FALSE,0,1000
"Prednisone Intensol",0.35,"Therapy","[u'Prednisone']","2010-12-13T00:00:00",FALSE,0,1000
"Servisone",0.35,"Therapy","[u'Prednisone']","2010-12-13T00:00:00",FALSE,0,1000
"Lyrica",0.35,"Therapy","[u'Pregabalin']","2010-12-13T00:00:00",FALSE,0,1000
"Citanest",0.35,"Therapy","[u'Prilocaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Citanest Plain",0.35,"Therapy","[u'Prilocaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Citanest Plain Dental",0.35,"Therapy","[u'Prilocaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Primaquine",0.35,"Therapy","[u'Primaquine Phosphate']","2010-12-13T00:00:00",FALSE,0,1000
"Mysoline",0.35,"Therapy","[u'Primidone']","2010-12-13T00:00:00",FALSE,0,1000
"Benemid",0.35,"Therapy","[u'Probenecid']","2010-12-13T00:00:00",FALSE,0,1000
"Probalan",0.35,"Therapy","[u'Probenecid']","2010-12-13T00:00:00",FALSE,0,1000
"Lorelco",0.35,"Therapy","[u'Probucol']","2010-12-13T00:00:00",FALSE,0,1000
"Procainamide Hcl",0.35,"Therapy","[u'Procainamide Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Procan",0.35,"Therapy","[u'Procainamide Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Procan Sr",0.35,"Therapy","[u'Procainamide Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Procanbid",0.35,"Therapy","[u'Procainamide Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Procapan",0.35,"Therapy","[u'Procainamide Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Pronestyl",0.35,"Therapy","[u'Procainamide Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Pronestyl-Sr",0.35,"Therapy","[u'Procainamide Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Achromycin",0.35,"Therapy","[u'Procaine Hydrochloride; Tetracycline Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Tetracyn",0.35,"Therapy","[u'Procaine Hydrochloride; Tetracycline Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Novocain",0.35,"Therapy","[u'Procaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Dicurin Procaine",0.35,"Therapy","[u'Procaine Merethoxylline; Theophylline']","2010-12-13T00:00:00",FALSE,0,1000
"Matulane",0.35,"Therapy","[u'Procarbazine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Prochlorperazine",0.35,"Therapy","[u'Prochlorperazine Edisylate']","2010-12-13T00:00:00",FALSE,0,1000
"Compazine",0.35,"Therapy","[u'Prochlorperazine Maleate']","2010-12-13T00:00:00",FALSE,0,1000
"Procomp",0.35,"Therapy","[u'Prochlorperazine Maleate']","2010-12-13T00:00:00",FALSE,0,1000
"Compro",0.35,"Therapy","[u'Prochlorperazine']","2010-12-13T00:00:00",FALSE,0,1000
"Kemadrin",0.35,"Therapy","[u'Procyclidine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Crinone",0.35,"Therapy","[u'Progesterone']","2010-12-13T00:00:00",FALSE,0,1000
"Endometrin",0.35,"Therapy","[u'Progesterone']","2010-12-13T00:00:00",FALSE,0,1000
"Progestasert",0.35,"Therapy","[u'Progesterone']","2010-12-13T00:00:00",FALSE,0,1000
"Prometrium",0.35,"Therapy","[u'Progesterone']","2010-12-13T00:00:00",FALSE,0,1000
"Sparine",0.35,"Therapy","[u'Promazine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Mymethazine Fortis",0.35,"Therapy","[u'Promethazine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Phenergan",0.35,"Therapy","[u'Promethazine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Prometh Fortis",0.35,"Therapy","[u'Promethazine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Prometh Plain",0.35,"Therapy","[u'Promethazine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Promethacon",0.35,"Therapy","[u'Promethazine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Promethazine",0.35,"Therapy","[u'Promethazine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Promethazine Hydrochloride Plain",0.35,"Therapy","[u'Promethazine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Promethazine Plain",0.35,"Therapy","[u'Promethazine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Promethegan",0.35,"Therapy","[u'Promethazine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Remsed",0.35,"Therapy","[u'Promethazine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Zipan-25",0.35,"Therapy","[u'Promethazine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Zipan-50",0.35,"Therapy","[u'Promethazine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Rythmol",0.35,"Therapy","[u'Propafenone Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Rythmol Sr",0.35,"Therapy","[u'Propafenone Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Pro-Banthine",0.35,"Therapy","[u'Propantheline Bromide']","2010-12-13T00:00:00",FALSE,0,1000
"Alcaine",0.35,"Therapy","[u'Proparacaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Kainair",0.35,"Therapy","[u'Proparacaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Ophthaine",0.35,"Therapy","[u'Proparacaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Ophthetic",0.35,"Therapy","[u'Proparacaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Paracaine",0.35,"Therapy","[u'Proparacaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Betaprone",0.35,"Therapy","[u'Propiolactone']","2010-12-13T00:00:00",FALSE,0,1000
"Largon",0.35,"Therapy","[u'Propiomazine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Diprivan",0.35,"Therapy","[u'Propofol']","2010-12-13T00:00:00",FALSE,0,1000
"Darvon",0.35,"Therapy","[u'Propoxyphene Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Dolene",0.35,"Therapy","[u'Propoxyphene Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Kesso-Gesic",0.35,"Therapy","[u'Propoxyphene Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Prophene 65",0.35,"Therapy","[u'Propoxyphene Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Propoxyphene Hydrochloride 65",0.35,"Therapy","[u'Propoxyphene Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Darvon-N",0.35,"Therapy","[u'Propoxyphene Napsylate']","2010-12-13T00:00:00",FALSE,0,1000
"Inderal",0.35,"Therapy","[u'Propranolol Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Inderal La",0.35,"Therapy","[u'Propranolol Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Innopran Xl",0.35,"Therapy","[u'Propranolol Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Propranolol Hydrochloride Intensol",0.35,"Therapy","[u'Propranolol Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Dionosil Aqueous",0.35,"Therapy","[u'Propyliodone']","2010-12-13T00:00:00",FALSE,0,1000
"Dionosil Oily",0.35,"Therapy","[u'Propyliodone']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosol 5%",0.35,"Therapy","[u'Protein Hydrolysate']","2010-12-13T00:00:00",FALSE,0,1000
"Hyprotigen 5%",0.35,"Therapy","[u'Protein Hydrolysate']","2010-12-13T00:00:00",FALSE,0,1000
"Thypinone",0.35,"Therapy","[u'Protirelin']","2010-12-13T00:00:00",FALSE,0,1000
"Thyrel Trh",0.35,"Therapy","[u'Protirelin']","2010-12-13T00:00:00",FALSE,0,1000
"Ventaire",0.35,"Therapy","[u'Protokylol Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Vivactil",0.35,"Therapy","[u'Protriptyline Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Actahist",0.35,"Therapy","[u'Pseudoephedrine Hydrochloride; Triprolidine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Actifed",0.35,"Therapy","[u'Pseudoephedrine Hydrochloride; Triprolidine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Allerfed",0.35,"Therapy","[u'Pseudoephedrine Hydrochloride; Triprolidine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Corphed",0.35,"Therapy","[u'Pseudoephedrine Hydrochloride; Triprolidine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
