"applicationNumber","productNumber","form","dosage","productMarketStatus","tecCode","isReferenceDrug","treatmentTypeName","activeIngredients","interestCategories","isDrug"
77743,1,"Tablet; Oral","200MG","Prescription","AB",0,"Ribavirin","Ribavirin","Alprazolam",TRUE
77744,1,"Tablet; Oral","EQ 25MG BASE","Prescription","AB",0,"Sumatriptan Succinate","Sumatriptan Succinate","Ribavirin",TRUE
77744,2,"Tablet; Oral","EQ 50MG BASE","Prescription","AB",0,"Sumatriptan Succinate","Sumatriptan Succinate","Sumatriptan Succinate",TRUE
77744,3,"Tablet; Oral","EQ 100MG BASE","Prescription","AB",0,"Sumatriptan Succinate","Sumatriptan Succinate","Sumatriptan Succinate",TRUE
77745,1,"Tablet; Oral","25MG",4,,0,"Quetiapine Fumarate","Quetiapine Fumarate","Sumatriptan Succinate",TRUE
77745,2,"Tablet; Oral","50MG",4,,0,"Quetiapine Fumarate","Quetiapine Fumarate","Quetiapine Fumarate",TRUE
77745,3,"Tablet; Oral","100MG",4,,0,"Quetiapine Fumarate","Quetiapine Fumarate","Quetiapine Fumarate",TRUE
77745,4,"Tablet; Oral","150MG",4,,0,"Quetiapine Fumarate","Quetiapine Fumarate","Quetiapine Fumarate",TRUE
77745,5,"Tablet; Oral","200MG",4,,0,"Quetiapine Fumarate","Quetiapine Fumarate","Quetiapine Fumarate",TRUE
77745,6,"Tablet; Oral","300MG",4,,0,"Quetiapine Fumarate","Quetiapine Fumarate","Quetiapine Fumarate",TRUE
77745,7,"Tablet; Oral","400MG",4,,0,"Quetiapine Fumarate","Quetiapine Fumarate","Quetiapine Fumarate",TRUE
77746,1,"Tablet; Oral","2.5MG","Prescription","AB",0,"Midodrine Hydrochloride","Midodrine Hydrochloride","Quetiapine Fumarate",TRUE
77746,2,"Tablet; Oral","5MG","Prescription","AB",0,"Midodrine Hydrochloride","Midodrine Hydrochloride","Midodrine Hydrochloride",TRUE
77746,3,"Tablet; Oral","10MG","Prescription","AB",0,"Midodrine Hydrochloride","Midodrine Hydrochloride","Midodrine Hydrochloride",TRUE
77747,1,"Tablet; Oral","150MG","Prescription","AB",0,"Oxcarbazepine","Oxcarbazepine","Midodrine Hydrochloride",TRUE
77747,2,"Tablet; Oral","300MG","Prescription","AB",0,"Oxcarbazepine","Oxcarbazepine","Oxcarbazepine",TRUE
77747,3,"Tablet; Oral","600MG","Prescription","AB",0,"Oxcarbazepine","Oxcarbazepine","Oxcarbazepine",TRUE
77748,1,"Tablet; Oral","10MG","Prescription","AB",0,"Lovastatin","Lovastatin","Oxcarbazepine",TRUE
77748,2,"Tablet; Oral","20MG","Prescription","AB",0,"Lovastatin","Lovastatin","Lovastatin",TRUE
77748,3,"Tablet; Oral","40MG","Prescription","AB",0,"Lovastatin","Lovastatin","Lovastatin",TRUE
77749,1,"Tablet; Oral","2MG","Prescription","AB",0,"Diazepam","Diazepam","Lovastatin",TRUE
77749,2,"Tablet; Oral","5MG","Prescription","AB",0,"Diazepam","Diazepam","Diazepam",TRUE
77749,3,"Tablet; Oral","10MG","Prescription","AB",0,"Diazepam","Diazepam","Diazepam",TRUE
77750,1,"Tablet; Oral","0.5MG","Prescription","AB",0,"Cabergoline","Cabergoline","Diazepam",TRUE
77751,1,"Tablet; Oral","10MG","Prescription","AB",0,"Pravastatin Sodium","Pravastatin Sodium","Cabergoline",TRUE
77751,2,"Tablet; Oral","20MG","Prescription","AB",0,"Pravastatin Sodium","Pravastatin Sodium","Pravastatin Sodium",TRUE
77751,3,"Tablet; Oral","40MG","Prescription","AB",0,"Pravastatin Sodium","Pravastatin Sodium","Pravastatin Sodium",TRUE
77751,4,"Tablet; Oral","80MG","Prescription","AB",0,"Pravastatin Sodium","Pravastatin Sodium","Pravastatin Sodium",TRUE
77752,1,"Tablet; Oral","10MG","Prescription","AB",0,"Simvastatin","Simvastatin","Pravastatin Sodium",TRUE
77752,2,"Tablet; Oral","20MG","Prescription","AB",0,"Simvastatin","Simvastatin","Simvastatin",TRUE
77752,3,"Tablet; Oral","40MG","Prescription","AB",0,"Simvastatin","Simvastatin","Simvastatin",TRUE
77752,4,"Tablet; Oral","80MG","Prescription","AB",0,"Simvastatin","Simvastatin","Simvastatin",TRUE
77753,1,"Injectable; Injection","200MG/100ML","Prescription","AP",0,"Ciprofloxacin In Dextrose 5% In Plastic Container","Ciprofloxacin","Simvastatin",TRUE
77753,2,"Injectable; Injection","400MG/200ML","Prescription","AP",0,"Ciprofloxacin In Dextrose 5% In Plastic Container","Ciprofloxacin","Ciprofloxacin In Dextrose 5% In Plastic Container",TRUE
77754,1,"Tablet; Oral","0.5MG","Prescription","AB",0,"Lorazepam","Lorazepam","Ciprofloxacin In Dextrose 5% In Plastic Container",TRUE
77754,2,"Tablet; Oral","1MG","Prescription","AB",0,"Lorazepam","Lorazepam","Lorazepam",TRUE
77754,3,"Tablet; Oral","2MG","Prescription","AB",0,"Lorazepam","Lorazepam","Lorazepam",TRUE
77756,1,"Solution; Inhalation","EQ 0.021% BASE","Prescription","AN",0,"Levalbuterol Hydrochloride","Levalbuterol Hydrochloride","Lorazepam",TRUE
77756,2,"Solution; Inhalation","EQ 0.042% BASE","Prescription","AN",0,"Levalbuterol Hydrochloride","Levalbuterol Hydrochloride","Levalbuterol Hydrochloride",TRUE
77756,3,"Solution; Inhalation","EQ 0.0103% BASE","Prescription","AN",0,"Levalbuterol Hydrochloride","Levalbuterol Hydrochloride","Levalbuterol Hydrochloride",TRUE
77757,1,"Tablet; Oral","25MG",4,,0,"Lamotrigine","Lamotrigine","Levalbuterol Hydrochloride",TRUE
77757,2,"Tablet; Oral","100MG",4,,0,"Lamotrigine","Lamotrigine","Lamotrigine",TRUE
77757,3,"Tablet; Oral","150MG",4,,0,"Lamotrigine","Lamotrigine","Lamotrigine",TRUE
77757,4,"Tablet; Oral","200MG",4,,0,"Lamotrigine","Lamotrigine","Lamotrigine",TRUE
77759,1,"Tablet; Oral","EQ 2.5MG BASE","Prescription","AB",0,"Amlodipine Besylate","Amlodipine Besylate","Lamotrigine",TRUE
77759,2,"Tablet; Oral","EQ 5MG BASE","Prescription","AB",0,"Amlodipine Besylate","Amlodipine Besylate","Amlodipine Besylate",TRUE
77759,3,"Tablet; Oral","EQ 10MG BASE","Prescription","AB",0,"Amlodipine Besylate","Amlodipine Besylate","Amlodipine Besylate",TRUE
77760,1,"Injectable; Injection","1MG/ML","Prescription","AP",0,"Propranolol Hydrochloride","Propranolol Hydrochloride","Amlodipine Besylate",TRUE
77761,1,"Injectable; Injection","1MG/ML","Prescription","AP",0,"Metoprolol Tartrate","Metoprolol Tartrate","Propranolol Hydrochloride",TRUE
77763,1,"Aerosol, Foam; Topical",0.05%,"Prescription","AB",0,"Clobetasol Propionate","Clobetasol Propionate","Metoprolol Tartrate",TRUE
77764,1,"Solution/Drops; Ophthalmic","EQ 0.5% BASE","Prescription","AT",0,"Apraclonidine Hydrochloride","Apraclonidine Hydrochloride","Clobetasol Propionate",TRUE
77765,1,"Tablet; Oral","EQ 25MG BASE","Prescription","AB",0,"Sertraline Hydrochloride","Sertraline Hydrochloride","Apraclonidine Hydrochloride",TRUE
77765,2,"Tablet; Oral","EQ 50MG BASE","Prescription","AB",0,"Sertraline Hydrochloride","Sertraline Hydrochloride","Sertraline Hydrochloride",TRUE
77765,3,"Tablet; Oral","EQ 100MG BASE","Prescription","AB",0,"Sertraline Hydrochloride","Sertraline Hydrochloride","Sertraline Hydrochloride",TRUE
77766,1,"Tablet; Oral","5MG","Prescription","AB",0,"Simvastatin","Simvastatin","Sertraline Hydrochloride",TRUE
77766,2,"Tablet; Oral","10MG","Prescription","AB",0,"Simvastatin","Simvastatin","Simvastatin",TRUE
77766,3,"Tablet; Oral","20MG","Prescription","AB",0,"Simvastatin","Simvastatin","Simvastatin",TRUE
77766,4,"Tablet; Oral","40MG","Prescription","AB",0,"Simvastatin","Simvastatin","Simvastatin",TRUE
77766,5,"Tablet; Oral","80MG","Prescription","AB",0,"Simvastatin","Simvastatin","Simvastatin",TRUE
77767,1,"Tablet; Oral","EQ 4MG BASE",4,,0,"Galantamine Hydrobromide","Galantamine Hydrobromide","Simvastatin",TRUE
77767,2,"Tablet; Oral","EQ 8MG BASE",4,,0,"Galantamine Hydrobromide","Galantamine Hydrobromide","Galantamine Hydrobromide",TRUE
77767,3,"Tablet; Oral","EQ 12MG BASE",4,,0,"Galantamine Hydrobromide","Galantamine Hydrobromide","Galantamine Hydrobromide",TRUE
77769,1,"Tablet; Oral","0.25MG","Prescription","AB",0,"Risperidone","Risperidone","Galantamine Hydrobromide",TRUE
77769,2,"Tablet; Oral","0.5MG","Prescription","AB",0,"Risperidone","Risperidone","Risperidone",TRUE
77769,3,"Tablet; Oral","1MG","Prescription","AB",0,"Risperidone","Risperidone","Risperidone",TRUE
77769,4,"Tablet; Oral","2MG","Prescription","AB",0,"Risperidone","Risperidone","Risperidone",TRUE
77769,5,"Tablet; Oral","3MG","Prescription","AB",0,"Risperidone","Risperidone","Risperidone",TRUE
77769,6,"Tablet; Oral","4MG","Prescription","AB",0,"Risperidone","Risperidone","Risperidone",TRUE
77772,1,"Solution; Inhalation","EQ 0.021% BASE","Prescription","AN",0,"Albuterol Sulfate","Albuterol Sulfate","Risperidone",TRUE
77772,2,"Solution; Inhalation","EQ 0.042% BASE","Prescription","AN",0,"Albuterol Sulfate","Albuterol Sulfate","Albuterol Sulfate",TRUE
77773,1,"Tablet; Oral","5MG","Prescription","AB",0,"Zolpidem Tartrate","Zolpidem Tartrate","Albuterol Sulfate",TRUE
77773,2,"Tablet; Oral","10MG","Prescription","AB",0,"Zolpidem Tartrate","Zolpidem Tartrate","Zolpidem Tartrate",TRUE
77774,1,"For Solution; Oral","1MG/ML","Prescription","AA",0,"Stavudine","Stavudine","Zolpidem Tartrate",TRUE
77775,1,"Film, Extended Release; Transdermal","25MCG/HR","Prescription","AB",0,"Fentanyl-25","Fentanyl","Stavudine",TRUE
77775,2,"Film, Extended Release; Transdermal","50MCG/HR","Prescription","AB",0,"Fentanyl-50","Fentanyl","Fentanyl-25",TRUE
77775,3,"Film, Extended Release; Transdermal","75MCG/HR","Prescription","AB",0,"Fentanyl-75","Fentanyl","Fentanyl-50",TRUE
77775,4,"Film, Extended Release; Transdermal","100MCG/HR","Prescription","AB",0,"Fentanyl-100","Fentanyl","Fentanyl-75",TRUE
77776,1,"Injectable; Injection","40MG/2ML (20MG/ML)","Prescription","AP",0,"Irinotecan Hydrochloride","Irinotecan Hydrochloride","Fentanyl-100",TRUE
77776,2,"Injectable; Injection","100MG/5ML (20MG/ML)","Prescription","AP",0,"Irinotecan Hydrochloride","Irinotecan Hydrochloride","Irinotecan Hydrochloride",TRUE
77777,1,"Tablet, Extended Release; Oral","0.5MG","Prescription","AB",0,"Alprazolam","Alprazolam","Irinotecan Hydrochloride",TRUE
77777,2,"Tablet, Extended Release; Oral","1MG","Prescription","AB",0,"Alprazolam","Alprazolam","Alprazolam",TRUE
77777,3,"Tablet, Extended Release; Oral","2MG","Prescription","AB",0,"Alprazolam","Alprazolam","Alprazolam",TRUE
77777,4,"Tablet, Extended Release; Oral","3MG","Prescription","AB",0,"Alprazolam","Alprazolam","Alprazolam",TRUE
77779,1,"Tablet, Extended Release; Oral","EQ 25MG TARTRATE","Prescription","AB",0,"Metoprolol Succinate","Metoprolol Succinate","Alprazolam",TRUE
77780,1,"Tablet; Oral","3.125MG","Prescription","AB",0,"Carvedilol","Carvedilol","Metoprolol Succinate",TRUE
77780,2,"Tablet; Oral","6.25MG","Prescription","AB",0,"Carvedilol","Carvedilol","Carvedilol",TRUE
77780,3,"Tablet; Oral","12.5MG","Prescription","AB",0,"Carvedilol","Carvedilol","Carvedilol",TRUE
77780,4,"Tablet; Oral","25MG","Prescription","AB",0,"Carvedilol","Carvedilol","Carvedilol",TRUE
77781,1,"Tablet; Oral","EQ 4MG BASE",4,,0,"Galantamine Hydrobromide","Galantamine Hydrobromide","Carvedilol",TRUE
77781,2,"Tablet; Oral","EQ 8MG BASE",4,,0,"Galantamine Hydrobromide","Galantamine Hydrobromide","Galantamine Hydrobromide",TRUE
77781,3,"Tablet; Oral","EQ 12MG BASE",4,,0,"Galantamine Hydrobromide","Galantamine Hydrobromide","Galantamine Hydrobromide",TRUE
77782,1,"Injectable; Injection","200MG/20ML (10MG/ML)","Prescription","AP",0,"Ciprofloxacin","Ciprofloxacin","Galantamine Hydrobromide",TRUE
77782,2,"Injectable; Injection","400MG/40ML (10MG/ML)","Prescription","AP",0,"Ciprofloxacin","Ciprofloxacin","Ciprofloxacin",TRUE
77783,1,"Tablet; Oral","25MG","Prescription","AB",0,"Lamotrigine","Lamotrigine","Ciprofloxacin",TRUE
77783,2,"Tablet; Oral","100MG","Prescription","AB",0,"Lamotrigine","Lamotrigine","Lamotrigine",TRUE
77783,3,"Tablet; Oral","150MG","Prescription","AB",0,"Lamotrigine","Lamotrigine","Lamotrigine",TRUE
77783,4,"Tablet; Oral","200MG","Prescription","AB",0,"Lamotrigine","Lamotrigine","Lamotrigine",TRUE
77784,1,"Tablet; Oral","0.25MG","Prescription","AB",0,"Risperidone","Risperidone","Lamotrigine",TRUE
77784,2,"Tablet; Oral","0.5MG","Prescription","AB",0,"Risperidone","Risperidone","Risperidone",TRUE
77784,3,"Tablet; Oral","1MG","Prescription","AB",0,"Risperidone","Risperidone","Risperidone",TRUE
77784,4,"Tablet; Oral","2MG","Prescription","AB",0,"Risperidone","Risperidone","Risperidone",TRUE
77784,5,"Tablet; Oral","3MG","Prescription","AB",0,"Risperidone","Risperidone","Risperidone",TRUE
77784,6,"Tablet; Oral","4MG","Prescription","AB",0,"Risperidone","Risperidone","Risperidone",TRUE
77785,1,"Suspension; Oral","200MG/5ML;40MG/5ML","Prescription","AB",0,"Sulfamethoxazole And Trimethoprim","Sulfamethoxazole; Trimethoprim","Risperidone",TRUE
77787,1,"Tablet; Oral","500MG","Prescription","AB",0,"Metformin Hydrochloride","Metformin Hydrochloride","Sulfamethoxazole And Trimethoprim",TRUE
77787,2,"Tablet; Oral","850MG","Prescription","AB",0,"Metformin Hydrochloride","Metformin Hydrochloride","Metformin Hydrochloride",TRUE
77787,3,"Tablet; Oral","1GM","Prescription","AB",0,"Metformin Hydrochloride","Metformin Hydrochloride","Metformin Hydrochloride",TRUE
77788,1,"Syrup; Oral","EQ 2MG BASE/5ML","Prescription","AA",0,"Albuterol Sulfate","Albuterol Sulfate","Metformin Hydrochloride",TRUE
77789,1,"Solution; Dental",0.12%,"Prescription","AT",0,"Chlorhexidine Gluconate","Chlorhexidine Gluconate","Albuterol Sulfate",TRUE
77790,1,"Injectable; Injection","50MG/VIAL","Prescription","AP",0,"Fludarabine Phosphate","Fludarabine Phosphate","Chlorhexidine Gluconate",TRUE
77793,1,"Tablet; Oral","80MG","Prescription","AB",0,"Pravastatin Sodium","Pravastatin Sodium","Fludarabine Phosphate",TRUE
77794,1,"Tablet; Oral","150MG","Prescription","AB",0,"Oxcarbazepine","Oxcarbazepine","Pravastatin Sodium",TRUE
77794,2,"Tablet; Oral","300MG","Prescription","AB",0,"Oxcarbazepine","Oxcarbazepine","Oxcarbazepine",TRUE
77794,3,"Tablet; Oral","600MG","Prescription","AB",0,"Oxcarbazepine","Oxcarbazepine","Oxcarbazepine",TRUE
77795,1,"Tablet; Oral","150MG","Prescription","AB",0,"Oxcarbazepine","Oxcarbazepine","Oxcarbazepine",TRUE
77795,2,"Tablet; Oral","300MG","Prescription","AB",0,"Oxcarbazepine","Oxcarbazepine","Oxcarbazepine",TRUE
77795,3,"Tablet; Oral","600MG","Prescription","AB",0,"Oxcarbazepine","Oxcarbazepine","Oxcarbazepine",TRUE
77797,1,"Tablet; Oral","5MG","Prescription","AB",0,"Cyclobenzaprine Hydrochloride","Cyclobenzaprine Hydrochloride","Oxcarbazepine",TRUE
77797,2,"Tablet; Oral","10MG","Prescription","AB",0,"Cyclobenzaprine Hydrochloride","Cyclobenzaprine Hydrochloride","Cyclobenzaprine Hydrochloride",TRUE
77798,1,"Tablet; Oral","5MG",4,,0,"Escitalopram Oxalate","Escitalopram Oxalate","Cyclobenzaprine Hydrochloride",TRUE
77798,2,"Tablet; Oral","10MG",4,,0,"Escitalopram Oxalate","Escitalopram Oxalate","Escitalopram Oxalate",TRUE
77798,3,"Tablet; Oral","20MG",4,,0,"Escitalopram Oxalate","Escitalopram Oxalate","Escitalopram Oxalate",TRUE
77800,1,"Solution; Inhalation","0.31MG/3ML",4,,0,"Levalbuterol Hydrochloride","Levalbuterol Hydrochloride","Escitalopram Oxalate",TRUE
77800,2,"Solution; Inhalation","0.63MG/3ML",4,,0,"Levalbuterol Hydrochloride","Levalbuterol Hydrochloride","Levalbuterol Hydrochloride",TRUE
77800,3,"Solution; Inhalation","1.25MG/3ML",4,,0,"Levalbuterol Hydrochloride","Levalbuterol Hydrochloride","Levalbuterol Hydrochloride",TRUE
77801,1,"Tablet; Oral","150MG","Prescription","AB",0,"Oxcarbazepine","Oxcarbazepine","Levalbuterol Hydrochloride",TRUE
77801,2,"Tablet; Oral","300MG","Prescription","AB",0,"Oxcarbazepine","Oxcarbazepine","Oxcarbazepine",TRUE
77801,3,"Tablet; Oral","600MG","Prescription","AB",0,"Oxcarbazepine","Oxcarbazepine","Oxcarbazepine",TRUE
77802,1,"Tablet; Oral","150MG","Prescription","AB",0,"Oxcarbazepine","Oxcarbazepine","Oxcarbazepine",TRUE
77802,2,"Tablet; Oral","300MG","Prescription","AB",0,"Oxcarbazepine","Oxcarbazepine","Oxcarbazepine",TRUE
77802,3,"Tablet; Oral","600MG","Prescription","AB",0,"Oxcarbazepine","Oxcarbazepine","Oxcarbazepine",TRUE
77805,1,"Tablet; Oral","1MG","Prescription","AB",0,"Trandolapril","Trandolapril","Oxcarbazepine",TRUE
77805,2,"Tablet; Oral","2MG","Prescription","AB",0,"Trandolapril","Trandolapril","Trandolapril",TRUE
77805,3,"Tablet; Oral","4MG","Prescription","AB",0,"Trandolapril","Trandolapril","Trandolapril",TRUE
77806,1,"Capsule; Oral","750MG","Prescription","AB",0,"Balsalazide Disodium","Balsalazide Disodium","Trandolapril",TRUE
77807,1,"Capsule; Oral","750MG","Prescription","AB",0,"Balsalazide Disodium","Balsalazide Disodium","Balsalazide Disodium",TRUE
77809,1,"Tablet, Extended Release; Oral","425.2MG;EQ 574.9MG BASE","Prescription","AB",0,"Ciprofloxacin Extended Release","Ciprofloxacin; Ciprofloxacin Hydrochloride","Balsalazide Disodium",TRUE
77811,1,"Capsule; Oral","30MG","Prescription","AB",1,"Nimodipine","Nimodipine","Ciprofloxacin Extended Release",TRUE
77812,1,"Solution; Oral","EQ 10MG BASE/5ML","Prescription","AA",0,"Citalopram Hydrobromide","Citalopram Hydrobromide","Nimodipine",TRUE
77813,1,"Capsule; Oral","25MG","Prescription","AB",0,"Zonisamide","Zonisamide","Citalopram Hydrobromide",TRUE
77813,2,"Capsule; Oral","50MG","Prescription","AB",0,"Zonisamide","Zonisamide","Zonisamide",TRUE
77813,3,"Capsule; Oral","100MG","Prescription","AB",0,"Zonisamide","Zonisamide","Zonisamide",TRUE
77818,1,"Tablet; Oral","EQ 25MG BASE","Discontinued",,0,"Sertraline Hydrochloride","Sertraline Hydrochloride","Zonisamide",TRUE
77818,2,"Tablet; Oral","EQ 50MG BASE","Discontinued",,0,"Sertraline Hydrochloride","Sertraline Hydrochloride","Sertraline Hydrochloride",TRUE
77818,3,"Tablet; Oral","EQ 100MG BASE","Discontinued",,0,"Sertraline Hydrochloride","Sertraline Hydrochloride","Sertraline Hydrochloride",TRUE
77819,1,"Gel; Topical",0.75%,"Prescription","AB",0,"Metronidazole","Metronidazole","Sertraline Hydrochloride",TRUE
77820,1,"Tablet; Oral","5MG","Prescription","AB",0,"Glipizide","Glipizide","Metronidazole",TRUE
77820,2,"Tablet; Oral","10MG","Prescription","AB",0,"Glipizide","Glipizide","Glipizide",TRUE
77821,1,"Tablet; Oral","650MG;100MG","Prescription","AB",0,"Propoxyphene Napsylate And Acetaminophen","Acetaminophen; Propoxyphene Napsylate","Glipizide",TRUE
77822,1,"Tablet, Extended Release; Oral","10MG",4,,0,"Oxycodone Hydrochloride","Oxycodone Hydrochloride","Propoxyphene Napsylate And Acetaminophen",TRUE
77822,2,"Tablet, Extended Release; Oral","20MG",4,,0,"Oxycodone Hydrochloride","Oxycodone Hydrochloride","Oxycodone Hydrochloride",TRUE
77822,3,"Tablet, Extended Release; Oral","40MG",4,,0,"Oxycodone Hydrochloride","Oxycodone Hydrochloride","Oxycodone Hydrochloride",TRUE
77822,4,"Tablet, Extended Release; Oral","80MG",4,,0,"Oxycodone Hydrochloride","Oxycodone Hydrochloride","Oxycodone Hydrochloride",TRUE
77824,1,"Tablet; Oral","EQ 150MG BASE","Prescription","AB",0,"Ranitidine Hydrochloride","Ranitidine Hydrochloride","Oxycodone Hydrochloride",TRUE
77824,2,"Tablet; Oral","EQ 300MG BASE","Prescription","AB",0,"Ranitidine Hydrochloride","Ranitidine Hydrochloride","Ranitidine Hydrochloride",TRUE
77826,1,"Injectable; Injection","EQ 10MG BASE/ML","Prescription","AP",0,"Fenoldopam Mesylate","Fenoldopam Mesylate","Ranitidine Hydrochloride",TRUE
77827,1,"Tablet; Oral","2.5MG","Prescription","AB",0,"Oxandrolone","Oxandrolone","Fenoldopam Mesylate",TRUE
77827,2,"Tablet; Oral","10MG","Prescription","AB",0,"Oxandrolone","Oxandrolone","Oxandrolone",TRUE
77828,1,"Tablet, Extended Release; Oral","25MG;100MG","Prescription","AB",0,"Carbidopa And Levodopa","Carbidopa; Levodopa","Oxandrolone",TRUE
77828,2,"Tablet, Extended Release; Oral","50MG;200MG","Prescription","AB",0,"Carbidopa And Levodopa","Carbidopa; Levodopa","Carbidopa And Levodopa",TRUE
77829,1,"Tablet; Oral","5MG","Over The Counter",,0,"Cetirizine Hydrochloride Allergy","Cetirizine Hydrochloride","Carbidopa And Levodopa",TRUE
77829,2,"Tablet; Oral","10MG","Over The Counter",,0,"Cetirizine Hydrochloride Hives","Cetirizine Hydrochloride","Cetirizine Hydrochloride Allergy",TRUE
77829,3,"Tablet; Oral","5MG","Over The Counter",,0,"Cetirizine Hydrochloride Hives","Cetirizine Hydrochloride","Cetirizine Hydrochloride Hives",TRUE
77829,4,"Tablet; Oral","10MG","Over The Counter",,0,"Cetirizine Hydrochloride Allergy","Cetirizine Hydrochloride","Cetirizine Hydrochloride Hives",TRUE
77830,1,"Capsule, Delayed Release; Oral","20MG",4,,0,"Esomeprazole Magnesium","Esomeprazole Magnesium","Cetirizine Hydrochloride Allergy",TRUE
77830,2,"Capsule, Delayed Release; Oral","40MG",4,,0,"Esomeprazole Magnesium","Esomeprazole Magnesium","Esomeprazole Magnesium",TRUE
77833,1,"Tablet; Oral","5MG;40MG","Prescription","AB",0,"Nadolol And Bendroflumethiazide","Bendroflumethiazide; Nadolol","Esomeprazole Magnesium",TRUE
77833,2,"Tablet; Oral","5MG;80MG","Prescription","AB",0,"Nadolol And Bendroflumethiazide","Bendroflumethiazide; Nadolol","Nadolol And Bendroflumethiazide",TRUE
77834,1,"Injectable; Injection","50MG/ML","Prescription","AP",0,"Amiodarone Hydrochloride","Amiodarone Hydrochloride","Nadolol And Bendroflumethiazide",TRUE
77836,1,"Tablet; Oral","600MG","Prescription","AB",0,"Gemfibrozil","Gemfibrozil","Amiodarone Hydrochloride",TRUE
77837,1,"Tablet; Oral","5MG","Prescription","AB",0,"Simvastatin","Simvastatin","Gemfibrozil",TRUE
77837,2,"Tablet; Oral","10MG","Prescription","AB",0,"Simvastatin","Simvastatin","Simvastatin",TRUE
77837,3,"Tablet; Oral","20MG","Prescription","AB",0,"Simvastatin","Simvastatin","Simvastatin",TRUE
77837,4,"Tablet; Oral","40MG","Prescription","AB",0,"Simvastatin","Simvastatin","Simvastatin",TRUE
77837,5,"Tablet; Oral","80MG","Prescription","AB",0,"Simvastatin","Simvastatin","Simvastatin",TRUE
77839,1,"Solution; Inhalation","EQ 0.083% BASE","Prescription","AN",0,"Albuterol Sulfate","Albuterol Sulfate","Simvastatin",TRUE
77840,1,"Injectable; Injection","EQ 2MG BASE/ML","Prescription","AP",0,"Ondansetron Hydrochloride","Ondansetron Hydrochloride","Albuterol Sulfate",TRUE
77841,1,"Injectable; Injection","10MG/VIAL","Prescription","AP",0,"Pentostatin","Pentostatin","Ondansetron Hydrochloride",TRUE
77842,1,"Tablet; Oral","EQ 1MG BASE","Prescription","AB",0,"Granisetron Hydrochloride","Granisetron Hydrochloride","Pentostatin",TRUE
77843,1,"Tablet; Oral","0.5MG","Prescription","AB",0,"Cabergoline","Cabergoline","Granisetron Hydrochloride",TRUE
77844,1,"Tablet; Oral","300MG",4,,0,"Abacavir","Abacavir Sulfate","Cabergoline",TRUE
77845,1,"Solution/Drops; Ophthalmic",0.10%,"Prescription","AT",0,"Diclofenac Sodium","Diclofenac Sodium","Abacavir",TRUE
77846,1,"Solution/Drops; Ophthalmic","EQ 2% BASE","Prescription","AT",0,"Dorzolamide Hydrochloride","Dorzolamide Hydrochloride","Diclofenac Sodium",TRUE
77847,1,"Solution/Drops; Ophthalmic","EQ 2% BASE;EQ 0.5% BASE","Prescription","AT",0,"Dorzolamide Hydrochloride And Timolol Maleate","Dorzolamide Hydrochloride; Timolol Maleate","Dorzolamide Hydrochloride",TRUE
77849,1,"Solution; Oral","EQ 20MG BASE/5ML","Prescription","AA",0,"Fluoxetine Hydrochloride","Fluoxetine Hydrochloride","Dorzolamide Hydrochloride And Timolol Maleate",TRUE
77850,1,"Gum, Chewing; Buccal","EQ 4MG BASE","Over The Counter",,0,"Nicotine Polacrilex","Nicotine Polacrilex","Fluoxetine Hydrochloride",TRUE
77851,1,"Tablet; Oral","EQ 4MG BASE","Prescription","AB",0,"Ondansetron Hydrochloride","Ondansetron Hydrochloride","Nicotine Polacrilex",TRUE
77851,2,"Tablet; Oral","EQ 8MG BASE","Prescription","AB",0,"Ondansetron Hydrochloride","Ondansetron Hydrochloride","Ondansetron Hydrochloride",TRUE
77852,1,"Tablet; Oral","EQ 0.25MG BASE","Prescription","AB",0,"Ropinirole Hydrochloride","Ropinirole Hydrochloride","Ondansetron Hydrochloride",TRUE
77852,2,"Tablet; Oral","EQ 0.5MG BASE","Prescription","AB",0,"Ropinirole Hydrochloride","Ropinirole Hydrochloride","Ropinirole Hydrochloride",TRUE
77852,3,"Tablet; Oral","EQ 1MG BASE","Prescription","AB",0,"Ropinirole Hydrochloride","Ropinirole Hydrochloride","Ropinirole Hydrochloride",TRUE
77852,4,"Tablet; Oral","EQ 2MG BASE","Prescription","AB",0,"Ropinirole Hydrochloride","Ropinirole Hydrochloride","Ropinirole Hydrochloride",TRUE
77852,5,"Tablet; Oral","EQ 3MG BASE","Prescription","AB",0,"Ropinirole Hydrochloride","Ropinirole Hydrochloride","Ropinirole Hydrochloride",TRUE
77852,6,"Tablet; Oral","EQ 4MG BASE","Prescription","AB",0,"Ropinirole Hydrochloride","Ropinirole Hydrochloride","Ropinirole Hydrochloride",TRUE
77852,7,"Tablet; Oral","EQ 5MG BASE","Prescription","AB",0,"Ropinirole Hydrochloride","Ropinirole Hydrochloride","Ropinirole Hydrochloride",TRUE
77853,1,"Tablet; Oral","500MG","Prescription","AB",0,"Metformin Hydrochloride","Metformin Hydrochloride","Ropinirole Hydrochloride",TRUE
77853,2,"Tablet; Oral","850MG","Prescription","AB",0,"Metformin Hydrochloride","Metformin Hydrochloride","Metformin Hydrochloride",TRUE
77853,3,"Tablet; Oral","1GM","Prescription","AB",0,"Metformin Hydrochloride","Metformin Hydrochloride","Metformin Hydrochloride",TRUE
